Seleção,ID_Usuário,Título,Data,Postagem,PRU/N-PRU,Tipo de PRU,Polaridade,Funcionalidade,,Elogio,Ajuda,Crítica,Dúvida,Comparação,Sugestão,Positivo,Negativo,Neutro
,13690,,26/6/2011,Valeu!! Pense numa briga para eu encontrar esse caminho para visualizar as turmas...só aprendi agora!,PRU,Crítica,Negativo,Visualizar Turmas,,0,0,1,0,0,0,0,1,0
,20060,,26/6/2011,"é, parece que será muito útil! mais interação entre os estudantes... (:",PRU,Elogio,Positivo,-,,1,0,0,0,0,0,1,0,0
,10155,,26/6/2011,"Agora.. Rodolfo, me explica uma coisa... como faço pra saber o significado das siglas dos horários...",PRU,Dúvida,Neutro,Visualizar Horários,,0,0,0,1,0,0,0,0,1
,8837,,27/6/2011,"Vlw pelas dicas, mas to querendo mudar meu login, quero deixar somente meu nome, e não to achando nada que mude isso =/",PRU,Dúvida,Negativo,Editar Perfil,,0,0,0,1,0,0,0,1,0
,14302,,27/6/2011,PELO AMOR DE NOSSA SENHORA DAS LETRAS!!! como é que faz p/ visualizar os horários do próximo semestre AJUDA!! preciso ajustar minhas disciplinas c/ meu trabalho.,PRU,Dúvida,Negativo,Visualizar Horários,,0,0,0,1,0,0,0,1,0
,14452,,27/6/2011,não consigo decifrar os horarios... mesmo com o lnk do rodolfo.. ;/,PRU,Dúvida,Negativo,Visualizar Horários,,0,0,0,1,0,0,0,1,0
,9134,SIGAA - FAQ,27/6/2011,"1) Como faço para ver as disciplinas do próximo semestre?
Clique em:
Ensino &#8594; Consultar Turma
Na pesquisa, deixe marcado apenas:
*Nível = Graduação
*Ano-Período = 2011.2
*Ofertas de Curso = Curso de Cinema e Audiovisual/CCAUVISUAL  Fortaleza
Ao invés de Ofertas de Curso, você pode marcar:
*Unidade = Curso de Cinema e Audiovisual  Fortaleza.

2) Onde vejo os horários?
Os horários estão em códigos. Para entendê-los, veja essa tabela:
http://img196.imageshack.us/img196/8672/viewerly.png

3) Como faço para saber em quais disciplinas provavelmente estarei matriculado?
Do lado esquerdo do nome do professor terá um link, por exemplo: Turma 01. Clicando nele, haverá várias informações sobre a turma e para quais habilitações esta turma estará reservada.

4) Onde vejo minhas notas?
Na página inicial, vá em:
Turmas do Semestre &#8594; Selecione a disciplina &#8594; Menu Turma virtual &#8594; Alunos &#8594; Ver Notas

5) Onde vejo as notas das turmas anteriores?
Na página inicial, vá em:
Turmas do Semestre &#8594; Ver turmas anteriores
Clique na setinha ao lado da disciplina desejada e:
Menu Turma virtual &#8594; Alunos &#8594; Ver Notas

6) Como vejo meu histórico?
Há muitas ferramentas que ainda estão sendo implementadas no site, o históricos é uma delas. Mas, futuramente, clique em:
Ensino &#8594; Consultar Histórico.",PRU,Ajuda,Neutro,"Visualizar Turmas, Visualizar Horários, Visualizar Notas, Visualizar Histórico ",,0,1,0,0,0,0,0,0,1
,20756,sigaa,27/6/2011,"onde é que eu olho as notas aqui, ein!",PRU,Dúvida,Neutro,Visualizar Notas,,0,0,0,1,0,0,0,0,1
,13913,alguem sabe como ver as notas,27/6/2011,nao entendi esssa droga de sistema!,PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,9341,,27/6/2011,"No menu discente vc vai nas turmas do semestre, clica na turma da qual vc quer ver a nota, vai abrir um novo menu, clica em aluno, depois em ver notas.",PRU,Ajuda,Neutro,Visualizar Notas,,0,1,0,0,0,0,0,0,1
,15658,,27/6/2011,"Vai na página da disciplina, no menu da turma vc seleciona Alunos > Notas e Frequencia",PRU,Ajuda,Neutro,Visualizar Notas,,0,1,0,0,0,0,0,0,1
,11835,,27/6/2011,Alguém  ja conseguiu ver o histórico por aqui ou sabe se ele ja foi disponibilizado?,PRU,Dúvida,,,,0,0,0,1,0,0,0,0,0
,12376,,28/6/2011,"Essas são as mazelas de um sistema teste.
Somos cobaias de um novo processo.
Espero fielmente que não nos prejudiquemos com toda essa parafernália inventada e que nossas notas, carga horária, entre outros, permanecam exatamente iguais.",PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,14424,,28/6/2011,"As turmas que não aparecem é só clicar em ""turmas anteriores"" (abaixo da tabela de turmas do semestre), nesse link aparece todas as disciplinas dividas pelo semestre.. você clica nela para entrar na página da turma e vai em Alunos no menu esquerdo para saber a nota.
As disciplinas que estão aparecendo na página principal são as que ainda não tiveram a nota divulgada, pelo menos foi o que eu percebi no meu. :)",PRU,Ajuda,Neutro,Visualizar Notas,,0,1,0,0,0,0,0,0,1
,15523,,28/6/2011,"Que bom que o tópico ajudou!
Sobre os horários:
O primeiro termo do trio é o dia da semana. 2 - Segunda, 3 - Terça... etc.
O segundo, é o turno. M - Manhã, T - Tarde e N - Noite.
O terceiro, só olhando na tabela. O número 0 do turno da manhã pode ser de 8:00 às 9:00 e o número 0 da noite pode ser de 05:00 às 06:00. Então, só olhando na tabela que eu postei.

Sobre o Login, não dá pra mudar Login em nenhum canto da Internet, seja fórum ou twitter. Só se você falar diretamente com o administrador do site.

Sobre o histórico, é parece que ainda não está disponivel.",PRU,Ajuda,Neutro,Visualizar Horários,,0,1,0,0,0,0,0,0,1
,9296,,28/6/2011,como vejo o I.R.A?,PRU,Dúvida,Neutro,Visualizar IRA,,0,0,0,1,0,0,0,0,1
,21556,,28/6/2011,"Achei a cara do facebook!! kkkkk
",PRU,Comparação,Neutro,-,,0,0,0,0,1,0,0,0,1
,9134,,28/6/2011,Lu... Acho que ver o IRA só deve ficar disponível quando a função ver o histórico estiver funcionando...,PRU,Ajuda,Neutro,Visualizar IRA,,0,1,0,0,0,0,0,0,1
,15523,,28/6/2011,"7) Minhas disciplinas estão sumindo, como faço pra ver minhas notas?
Na página inicial, vá em:
Turmas do Semestre &#8594; Ver turmas anteriores
Clique na setinha ao lado da disciplina desejada e:
Menu Turma virtual &#8594; Alunos &#8594; Ver Notas

Mesma da número 5. =P",PRU,Ajuda,Neutro,Visualizar Notas,,0,1,0,0,0,0,0,0,1
,21594,,28/6/2011,"olá! 
gostei da ferramenta, e já consegui vizualizar as notas de tributário II (denise lucena) e previdneciario (andré sturdat)!",PRU,Elogio,Positivo,Visualizar Notas,,1,0,0,0,0,0,1,0,0
,19421,,28/6/2011,"Espero que coloquem curti/não curti. rs

Realmente ficou muito bom! Agora já podem colocar nossas notas! =)",PRU,"Elogio, Sugestão",Positivo,-,,1,0,0,0,0,1,1,0,0
,21667,,28/6/2011,"my god, que invenção esta complicação!

FLOD ON",PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,16199,Como olhar Notas e Faltas no SI3/SIGAA?,28/6/2011,"Alguém pode explicar como olhar as notas, faltas e rendimento? Se souberem ajudem por favor! Obrigado",PRU,Dúvida,Neutro,Visualizar Notas,,0,0,0,1,0,0,0,0,1
,21857,,28/6/2011,"EU GOSTEI,É MODERNO, TÁ BEM CRIATIVO E NO MAIS,QUANTO AO QUESITO DA COMUNICAÇÃO,FACILITA A INTERAÇÃO ENTRE A COMUNIDADE UNIVERSITÁRIA...LEGAL Á BESSA!BEIJOS!",PRU,Elogio,Positivo,-,,1,0,0,0,0,0,1,0,0
,18210,Disciplinas de Estágio,28/6/2011,Onde foram parar as disciplinas de estágio?,PRU,Dúvida,Neutro,Visualizar Disciplinas,,0,0,0,1,0,0,0,0,1
,20702,,29/6/2011,"Adelaide, é só ir onde tem ""ver turmas anteriores""",PRU,Ajuda,Neutro,Ver Turmas Cursadas,,0,1,0,0,0,0,0,0,1
,22160,,29/6/2011,"A nova plataforma no geral melhorou bastante, mas existe um problema que PREJUDICOU todo o projeto tornando o Sigaa muito problemático quanto aos alunos que não tem computador e casa. Ele só pode ser utilizado num PC que tenho o Mozilla Firefox instado. Isso é terrível, pois muitas vezes vamos em lan houses que não usam esse navegador, então não temos como utilizar a nova plataforma.",PRU,"Elogio, Crítica","Positivo, Negativo",-,,1,0,1,0,0,0,1,1,0
,11393,,29/6/2011,hauahuahaua...é mesmo. Podia ter tópicos de curti/não curti p os professores e notas.=D,PRU,Sugestão,Neutro,-,,0,0,0,0,0,1,0,0,1
,20594,,29/6/2011,"Olha só Marcus Vinicius, quanto ao seu problema isso é facinho de resolver...eu baixei o Mozila em 5 minutinhos em casa, portanto, vc pode baixar rapidinho em qqr lan...

Bem quanto ao sistema..achei mto bacana!
só acho é que eles devem aperfeiçoar as coisas que já existem pq desde que ingressei na Universidade o sistema já mudou 2 ou 3 vezes...=/

Enfim...melhorou muito, ficou bem mais moderno!!!",PRU,Elogio,Positivo,-,,1,0,0,0,0,0,1,0,0
,21916,,29/6/2011,"Se eu conseguisse visualizar minhas notas, já seria um excelente instrumento.",PRU,Crítica,Negativo,Visualizar Notas,,0,0,1,0,0,0,0,1,0
,9874,,29/6/2011,"Para que vc veja todas suas notas:
Na página inicial tem o seguinte link: ver disciplinas anteriores.
Então vc clica e lá vai ter um histórico com todas as suas disciplinas.
Vc busca a parte de 2011.1 e ao lado de cada disciplina tem um setinha azul
Clica na setinha azul e ele vai te levar para uma página que está relacionada exclusivamente com essa matéria
Depois clica em ""alunos"" e por último ""ver notas"".
Com essa maneira vc vai conseguir visualizar TODAS as notas. Mesmo que faltem algumas disciplinas na sua página inicial. É um pouquinho complicado, mas com paciência vc consegue!
Abração!",PRU,"Ajuda, Crítica",Neutro,"Ver Turmas Cursadas, Visualizar Notas",,0,1,1,0,0,0,0,0,1
,16168,,29/6/2011,"Eu acho que vai ser bom qdo todo mundo tiver aprendido ^^

Mas até lá... =(",PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,22366,,29/6/2011,"Não consigo conferir meu histórico. Quando clico pra visualizar, surge uma mensagem dizendpo que essa operação não é permitida para mim (!). Aconteceu com alguém mais?",PRU,Dúvida,Negativo,Visualizar Histórico,,0,0,0,1,0,0,0,1,0
,16275,,29/6/2011,"Com certeza, Lucas. SIGAA é o novo facebook ;P",PRU,"Elogio, Comparação",Positivo,-,,1,0,0,0,1,0,1,0,0
,18134,,29/6/2011,"Descubri... Você vai em ""Turmas Anteriores"" - Clica no seu semestre, depois escolhe a disciplina, clica na ""seta azul"" -  Vai pra outra janela - Daí vc vai em ""Aluno"" e em ""Ver Notas"".... Pronto, mais só dar pra ver uma nota de cada vez!",PRU,Ajuda,Neutro,Visualizar Notas,,0,1,0,0,0,0,0,0,1
,16739,,29/6/2011,Achei bem mais interessante e interativo que o módulo acadêmico.,PRU,"Comparação, Elogio",Positivo,-,,1,0,0,0,1,0,1,0,0
,22473,,29/6/2011,"ai q chic, amei o novo sistema. ta parecendo orkut/facebook",PRU,"Elogio, Comparação",Positivo,-,,1,0,0,0,1,0,1,0,0
,15640,,29/6/2011,quero o módulo academico de voltaaaa,PRU,"Comparação, Crítica",Negativo,-,,0,0,1,0,1,0,0,1,0
,18434,Oferta de disciplinas 2011.2,29/6/2011,"Socorro! não consigo achar a oferta de matrícula para 2011.2, na verdade nem sei se já saiu, alguém pode me ajudar?",PRU,Dúvida,Neutro,-,,0,0,0,1,0,0,0,0,1
,12393,,29/6/2011,"Vá em ""outros"" > ""fórum de curso"" , procure o tópico ""[GUIA] SIGAA em geral. 2011.2"" e leia o primeiro post do Rodolfo.",PRU,Ajuda,Neutro,-,,0,1,0,0,0,0,0,0,1
,22620,,29/6/2011,facebook é passado agora vou usar é o SIGA,PRU,"Comparação, Elogio",Positivo,-,,1,0,0,0,1,0,1,0,0
,22620,,29/6/2011,facebook é passado agora vou usar é o SIGA,PRU,"Comparação, Elogio",Positivo,-,,1,0,0,0,1,0,1,0,0
,16385,,29/6/2011,"""Querida, o sistema sumiu com as minha cadeiras""",PRU,Crítica,Negativo,Visualizar Disciplinas,,0,0,1,0,0,0,0,1,0
,9439,,29/6/2011,"Lu, o IRA da pra ver do ladinho esquerdo, quando tu clica em ""Menu Discente"" tem alguns dados sobre você logo abaixo da foto, e depois vem o ira. acho q não tá atualizado ainda.",PRU,Ajuda,Neutro,Visualizar IRA,,0,1,0,0,0,0,0,0,1
,20774,,29/6/2011,"Procurem em ""ver turmas anteriores"".",PRU,Ajuda,Neutro,Visualizar Turmas,,0,1,0,0,0,0,0,0,1
,17133,,29/6/2011,Alguem sabe como posso ver minhas notas?,PRU,Dúvida,,,,0,0,0,1,0,0,0,0,0
,16747,,29/6/2011,"Num tow curtindo isso aqui não, negada!
",PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,17612,,29/6/2011,"en n sei nem começar a usar esse sistemas direito, como façoi pra ver notas...socorro
",PRU,Dúvida,Negativo,Visualizar Notas,,0,0,0,1,0,0,0,1,0
,20697,,29/6/2011,"não tem como ver o numero de presenças/faltas nem a nota no menu que lista as turmas... deveria mostrar para as que já foram encerradas :( custava nada. Pior é que não dá pra abrir mais de umaturma numa aba diferente, acaba indo parar na ultima turma que você abriu.",PRU,"Sugestão, Crítica",Negativo,Visualizar Notas,,0,0,1,0,0,1,0,1,0
,21272,,30/6/2011,"Este sistema seria mais eficiente caso as notas fossem expostas em um unica pasta, e não ficar abrindo página por página tendo que ficar voltando sempre.",PRU,Sugestão,Neutro,Visualizar Notas,,0,0,0,0,0,1,0,0,1
,16199,,30/6/2011,"Não gostei desse sistema de notas, o modulo acadêmico era bem mais acessível, tem que clicar em cada disciplina pra ver as notas! Enquanto a esse lado de ""rede social"" ta legal! ¬¬",PRU,"Elogio, Crítica","Positivo, Negativo",Vizualizar Notas,,1,0,1,0,0,0,1,1,0
,17612,,30/6/2011,eu quero saber ondeé que se ver as notas.,PRU,Dúvida,Neutro,Visualizar Notas,,0,0,0,1,0,0,0,0,1
,10035,,30/6/2011,"Eu detestei. É um sistema MUITO lento, até cheguei a pensar que fosse problema na minha internet, mas não é. É muito complicado encontrar as informações de que precisa, para ver, por exemplo notas, precisao dar voltas e voltas... preferia a forma como o módulo me permitia visualizar notas, históricos e disciplinas matriculadas. 
Gostei APENAS da interação.",PRU,"Crítica, Comparação",Negativo,Visualizar Notas,,0,0,1,0,1,0,0,1,0
,10031,,30/6/2011,"Linara, tem que entrar na turma da disciplina, clicar em ""Aluno"" e depois em ""Ver notas""",PRU,Ajuda,Neutro,Visualizar Notas,,0,1,0,0,0,0,0,0,1
,14906,CADÊ AS NOTAS?!,30/6/2011,"GENTE...AJUDA!!!
PRESCISO VER MINHAS NOTAS MAS ATÉ ENTÃO NÃO CONSEGUI ACESSÁ-LAS.
SEI Q JA FORAM LANÇADAS.
PODE SER Q POR O SISTEMA SER NOVO EU NÃO SAIBA ONDE ENCONTRÁ-LAS.
POR ISSO AJUDEM-ME
ABÇ A TODOS!",PRU,Dúvida,Negativo,Visualizar Notas,,0,0,0,1,0,0,0,1,0
,18479,,30/6/2011,"ei Niltin será q tem da cidade?
Eu consigo ver TUDO, menos as notas.",PRU,Crítica,Neutro,Visualizar Notas,,0,0,1,0,0,0,0,0,1
,18479,,30/6/2011,Nada didático ¬¬,PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,10863,,30/6/2011,"Linara ""mala"" :* se já tiverem sido divulgadas as notas, você tem que ir em ""ver turmas anteriores"" que fica onde tem ""turmas do semestre"" ai lá vão está as disciplinas, você clica e lá vai ter uma barra lateral na esquerda da tela e ai você vai em ""aluno"" e lá vai ter notas ^_^",PRU,Ajuda,Neutro,Visualizar Notas,,0,1,0,0,0,0,0,0,1
,16306,,30/6/2011,clica em ver turmas anteriores - clica na disciplina - alunos no lado esquerdo da tela- ver notas,PRU,Ajuda,Neutro,Visualizar Notas,,0,1,0,0,0,0,0,0,1
,20211,,30/6/2011,Eu só queria ver meu histórico ¬¬,PRU,Dúvida,Negativo,Visualizar Histórico,,0,0,0,1,0,0,0,1,0
,9334,,30/6/2011,Alguém já conseguiu visualizar o seu histórico acadêmico?,PRU,Dúvida,Neutro,Visualizar Histórico,,0,0,0,1,0,0,0,0,1
,11245,,30/6/2011,"Muito massa esse orkut!!! ops, siggaaaa!!!",PRU,"Elogio, Comparação",Neutro,-,,1,0,0,0,1,0,0,0,1
,23625,,30/6/2011,Ué? Aqui não é o FaceBook? Desculpem... entrei no site errado.,PRU,Comparação,Neutro,-,,0,0,0,0,1,0,0,0,1
,13464,,30/6/2011,"Num tow curtindo isso aqui não, negada! [2]",PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,9860,,30/6/2011,"Num tow curtindo isso aqui não, negada! [3] 

não mesmo...",PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,16487,,30/6/2011,Também queria saber como encontrar o histórico acadêmico.,PRU,Dúvida,Neutro,Visualizar Histórico,,0,0,0,1,0,0,0,0,1
,14369,,30/6/2011,Onde posso ver meu IRA?,PRU,Dúvida,Neutro,Visualizar IRA,,0,0,0,1,0,0,0,0,1
,9137,,1/7/2011,"Num tow curtindo isso aqui não, negada! [4]

não mesmo...
[2]",PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,10031,,1/7/2011,"o IRA está aparecendo abaixo da sua foto de Perfil, na parte ""Índices Acadêmicos"", logo abaixo dos dados institucionais!!",PRU,Ajuda,Neutro,Visualizar IRA,,0,1,0,0,0,0,0,0,1
,15991,,1/7/2011,"onde eu vejo notas, histórico e afins???",PRU,Dúvida,Neutro,"Visualizar Nota, Visualizar Histórico",,0,0,0,1,0,0,0,0,1
,11249,,1/7/2011,"pablo? e nossas notas?! até agora nã podemos ver nosso histórico aqui no SigaA. e no modulo academico só uma nota , no meu caso, foi lançada. E agora?",PRU,"Crítica, Dúvida",Negativo,Notas,,0,0,1,1,0,0,0,1,0
,21935,,1/7/2011,quero o módulo academico de voltaaaa (2),PRU,Comparação,Negativo,-,,0,0,0,0,1,0,0,1,0
,12874,NOTAS,1/7/2011,"Povo cadê as notas e as faltas?
",PRU,Dúvida,Neutro,Visualizar Notas,,0,0,0,1,0,0,0,0,1
,9216,,1/7/2011,ainda ta meio confuso esse sistema ¬¬',PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,13039,,1/7/2011,Sabe como me dizer o que fazemos pra imprimir o histórico no SIGAA...no módulo era autoexplicativo...aqui temos que clicar em cada disciplina pra ver a nota;...,PRU,"Crítica, Comparação",Neutro,Visualizar Histórico,,0,0,1,0,1,0,0,0,1
,22897,,1/7/2011,"Seria muito válido curtir o comentário do Yuri! Sou novo na faculdade e espero apenas que essa ferramenta facilite minha vida!
",PRU,Sugestão,Neutro,-,,0,0,0,0,0,1,0,0,1
,15274,COMO TIRAR UM HISTÓRICO?,1/7/2011,ALGUÉM JÁ APRENDEU COMO TIRAR UM HISTÓRICO NESSE SISTEMA?,PRU,Dúvida,Neutro,Visualizar Histórico,,0,0,0,1,0,0,0,0,1
,19062,,1/7/2011,"Vai em ""ver disciplinas anteriores"" que tem logo na tua página inicial.. clica na setinha azul que tem em cada disciplina, aí do lado esquerdo vai ter ""alunos"" e aí tem ""ver notas"". ;)",PRU,Ajuda,Neutro,Visualizar Notas,,0,1,0,0,0,0,0,0,1
,13240,,1/7/2011,"No meu não aparece nada de ""disciplinas anteriores"" e o historico ta indisponível!ai q raiva!",PRU,Crítica,Neutro,Visualizar Histórico,,0,0,1,0,0,0,0,0,1
,20485,,1/7/2011,"Valei MARA DANIELE! mas confessa vai, vc fez um curso pra aprender olhar essa notas. kkkkk
Pq rapaz...que troço mais complicado. se não fosse a dica eu nunca que ia achar isso.",PRU,Crítica,Negativo,Visualizar Notas,,0,0,1,0,0,0,0,1,0
,16594,,2/7/2011,meu sonho achar o histórico. *.*,PRU,Dúvida,Neutro,Visualizar Histórico,,0,0,0,1,0,0,0,0,1
,24550,,2/7/2011,"Aff que chato! Quero ver meu histórico bonitinho que nem no módulo acadêmico, no sofia etc! Não ficar tendo que abrir disciplina por disciplina para ver nota!",PRU,"Comparação, Crítica",Negativo,"Visualizar Nota, Visualizar Histórico",,0,0,1,0,1,0,0,1,0
,24637,,3/7/2011,"gente, como eu acho o historico, as notas e as faltas? to perdida aqui. É muita informação nova!",PRU,"Crítica, Dúvida",Negativo,"Visualizar Histórico, Visualizar Notas",,0,0,1,1,0,0,0,1,0
,10086,,3/7/2011,"esse sistema de fato é horrível! a gnt perde mto tempo procurando as coisas aqi!
ainda preocupada c disciplinas de estágio e optativas.

valeu rodolfo!!!!",PRU,Crítica,Negativo,Visualizar Disciplinas,,0,0,1,0,0,0,0,1,0
,19596,,3/7/2011,"eu sei que esse nao é o tópico do forum destinado a essa discussão, mas KD AS DISCIPLINAS OPCIONAIS???????????????? ALGUEM SABE?",PRU,Dúvida,Negativo,Visualizar Disciplinas,,0,0,0,1,0,0,0,1,0
,15948,,3/7/2011,"Quero o módulo academico de voltaaaa (3)
Sim, o meu ainda continua Estilismo!!",PRU,Comparação,Negativo,-,,0,0,0,0,1,0,0,1,0
,15948,,3/7/2011,"Quero o módulo academico de voltaaaa (3)
Sim, o meu ainda continua Estilismo!!",PRU,Comparação,Negativo,-,,0,0,0,0,1,0,0,1,0
,10382,,3/7/2011,"Para conseguir visualizar as notas tem que clicar nas cadeiras matriculadas, dps na opção ALUNO no lado esquerdo, dps notas ou frequência.",PRU,Ajuda,Neutro,Visualizar Notas,,0,1,0,0,0,0,0,0,1
,24774,,3/7/2011,COmo eu vejo o Histórico???,PRU,Dúvida,Neutro,Visualizar Histórico,,0,0,0,1,0,0,0,0,1
,24811,,3/7/2011,"Ainda tá no começo, vai demorar pra gente se acostumar, mas pelo menos é legal a gente poder se comunicar por aqui também. Vamu ver comé q ele se sai nesse período de matrícula aêw heheheh",PRU,Elogio,Neutro,-,,1,0,0,0,0,0,0,0,1
,24496,,4/7/2011,"Esse Orkut que a UFC criou é sem futuro!
Num dá pra mexer em PN....",PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,16696,,4/7/2011,Como posso ver os creditos de cada disciplina?,PRU,Dúvida,Neutro,Visualizar Créditos,,0,0,0,1,0,0,0,0,1
,16074,,4/7/2011,"João, vá em Ensino/Consultar turmas/ insira 2011.2/selecione Curso de Letras CCL Fortaleza/buscar",PRU,Ajuda,Neutro,Visualizar Turmas,,0,1,0,0,0,0,0,0,1
,16696,,4/7/2011,"Bom, tava tendo raiva aqui, digo, tentando entender o SIGAA e vi que da pra ver os cred quando vc põe ensino>estrutura curricular, vem uma tabela bem detalhada de obrigatorias e opcionais com os creditos .",PRU,Ajuda,Neutro,Vizualizar Créditos,,0,1,0,0,0,0,0,0,1
,17186,,4/7/2011,"Ai ai, cada semestre uma novidade ( afff  )... Onde estão as cadeiras de estágios? e as opcionais?...
No outro sistema dava pra ver todas as disciplinas, esse temos que abrir janelas, sistema mais prático? NOS POUPEM !!",PRU,"Comparação, Dúvida",Negativo,Visualizar Disciplinas,,0,0,0,1,1,0,0,1,0
,10791,,4/7/2011,"Acho que é esse positivismo que mata!
Os seres humanos sempre acham que tem que mudar as coisas. Eu me pergunto sempre: ""- Tem mesmo que mudar?"" Discernimento é bom nessas horas.
Não quero um sistema no qual eu tenha onde mostrar minha foto, que tenha fóruns e chats! Quero é objetividade e clareza. Onde estão as disciplinas optativas? Onde estão as disciplinas obrigatórias (disciplinas como moroissintaxe do francês nem estão lá, e ela vai ser ofertada sim que eu sei)? Quantos créditos elas valem? E as disciplinas de estágio? Enfim...Muito papo e pouco sucesso...",PRU,"Crítica, Dúvida",Negativo,"Visualizar Disciplinas, Visualizar Créditos",,0,0,1,1,0,0,0,1,0
,12874,,4/7/2011,"Tb não consigo ver meu histórico ^^
",PRU,Crítica,Neutro,Visualizar Histórico,,0,0,1,0,0,0,0,0,1
,19596,,4/7/2011,"Concordo plenamente com vc Paulo Victor. Esse programa é uma porcaria (para não dizer coisa pior e passar por mal educada!).
O SIGAA não é obejetivo, ao contrário, é bastante complicado!
Preferia o módulo acadêmico!!!!!!!!!!!",PRU,"Crítica, Comparação",Negativo,-,,0,0,1,0,1,0,0,1,0
,13227,Não consigo ver minhas notas...,4/7/2011,Como faz? Tô perdido...,PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,11685,,4/7/2011,"esse muda muda de sistema viu... nao sei nao... minhas cadeiras q foram aproveitadas ainda nao estao constando aqui no SIGAA , é osso!!!!",PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
,19596,,4/7/2011,"Gente alguem sabe dizer quando é que vai aparecer as disciplinas optativas ou se elas ja estão em algum outro lugar?
Se alguém souber, por favor, poste uma msg!
",PRU,Dúvida,Neutro,Visualizar Disciplinas,,0,0,0,1,0,0,0,0,1
,25023,,4/7/2011,Alguém descobriu como ver o histórico?,PRU,Dúvida,Neutro,Visualizar Histórico,,0,0,0,1,0,0,0,0,1
,13246,,4/7/2011,mermão descobri agora... tem que ir em turmas anteriores>> depois na barra da esquerda no menu aluno> submenu notas,PRU,Ajuda,Neutro,Visualizar Notas,,0,1,0,0,0,0,0,0,1
,18476,,4/7/2011,Que coisa mais complicada!!! Tem que ficar vendo uma disciplina de cada vez ou tem uma entrada mágica que a gente tem que descobrir e ainda decifrar o que  palavras realmente significam???,PRU,"Crítica, Dúvida",Negativo,Visualizar Disciplinas,,0,0,1,1,0,0,0,1,0
,15168,,4/7/2011,"Gostaria de saber aonde eu posso ver todas as diciplinas e turmas com os seus respectivos horários e professores?
",PRU,Dúvida,Neutro,"Visualizar Disciplinas, Visualizar Horários, Visualizar Turmas",,0,0,0,1,0,0,0,0,1
,22570,,4/7/2011,"TÁ MASSA ESSE SIGAA, MAS NA QUESTÃO 'NOTAS E FALTAS' REGREDIMOS, QUE PENA! O QUE É ESSA MARMOTA DE VER UMA A UMA, COMO VOU IMPRIMIR MEU HISTÓRICO DESSE JEITO?",PRU,Crítica,Negativo,Visualizar Notas,,0,0,1,0,0,0,0,1,0
,12393,,4/7/2011,"ANA PATRÍCIA: ""Como posso ver os creditos de cada disciplina? ""

Ana Patrícia, sugiro que você consulte, na página da letras (www.cursodeletras.ufc.br), o programa das disciplinas. Por enquanto, esse foi o jeito que eu encontrei.",PRU,Dúvida,Neutro,Visualizar Créditos,,0,0,0,1,0,0,0,0,1
,12393,,4/7/2011,"Ah, quando você clica no menu da turma (lá no canto direito, naquele iconezinho verde), em visualizar turma, aparece a quantidade de créditos.",PRU,Ajuda,Neutro,Visualizar Créditos,,0,1,0,0,0,0,0,0,1
,12090,,4/7/2011,Esse sistema é mesmo um pouco complicado. Se não fosse o Rodolfo (que por sinal eu não o conheço) eu iria demorar dias e dias para ver as minhas notas. Obrigada por todas as informações fornecidas. Agora acredito que vai dar uma confusão na hora dos alunos fazerem as matrículas. É esperar e ver no que vai dar.,PRU,Crítica,Neutro,-,,0,0,1,0,0,0,0,0,1
,25189,,4/7/2011,"devidamente!
achei legal e super organizado o sitema =)",PRU,Elogio,Positivo,-,,1,0,0,0,0,0,1,0,0
,10767,,4/7/2011,"Por que não consigo ver as disciplinas do próximo semestre, mesmo seguindo os passos indicados pelo Rodolfo?",PRU,Dúvida,Neutro,Visualizar Disciplinas,,0,0,0,1,0,0,0,0,1
,9714,,4/7/2011,"Cara, esse sistema tá com um monte de erros.. Pelo menos comigo, são as faltas.. Aparecendo faltas que não existem! 12 faltas em álgebra linear, faltas em comportamento organizacional... sendo que eu não faltei nenhuma!! E agora, o que fazer? Ir lá?",PRU,"Crítica, Dúvida",Negativo,-,,0,0,1,1,0,0,0,1,0
,10499,Casas de cultura?,4/7/2011,"Pros que estão menos perdidos do que eu: tem algo das casas de cultura no sistema? o.O Se sim, onde foi que se escondeu?",PRU,Dúvida,Neutro,-,,0,0,0,1,0,0,0,0,1
,12615,,4/7/2011,Essa sistema é complicado e meio de mexer!,PRU,Crítica,Negativo,-,,0,0,1,0,0,0,0,1,0
